Cell	20081128_sulston	20230224_RW10265_tbx-8_die-1_L4	20230224_RW10265_tbx-8_die-1_L3	20230224_RW10265_tbx-8_die-1_L1	20230223_JIM188_tbx-9_die-1_L4	20230222_JIM188_tbx-9_die-1_L1
Cappp	42	55.1	53.3	75.1	59.6	56.7
Capppa	79	90.8	80.5	NA	100.2	79.5
Capppaa	NA	NA	NA	NA	NA	NA
Capppap	NA	NA	NA	NA	NA	NA
Capppp	89	111	87.1	NA	109	96.3
Cappppd	NA	NA	NA	NA	NA	NA
Cappppv	NA	NA	NA	NA	NA	NA
Cp	29	24.1	21.1	21	21.1	24.1
Cpa	37	21	25.4	25.6	27.1	22.4
Cpaa	34	33.1	30.1	34.7	30	33.1
Cpaaa	49	52.8	40.7	61.4	63.1	56.2
Cpaaaa	NA	NA	NA	NA	NA	NA
Cpaaap	NA	NA	NA	NA	NA	NA
Cpaap	47	40.7	39.2	55.1	50.5	39.3
Cpaapa	NA	NA	NA	NA	NA	NA
Cpaapp	NA	NA	NA	NA	NA	NA
Cpap	44	34.6	37.6	40.7	34.5	34.6
Cpapa	49	52.9	42.3	66.4	57	51.6
Cpapaa	NA	NA	NA	NA	NA	NA
Cpapap	NA	NA	NA	NA	NA	NA
Cpapp	54	49.8	42.3	61.6	57	51.6
Cpappd	NA	NA	NA	NA	NA	NA
Cpappv	NA	NA	NA	NA	NA	NA
Cpp	37	25.4	29.9	28.6	31.6	28.4
Cppa	54	51.2	46.5	51.3	52.8	46.7
Cppaa	54	45.8	42.6	57.6	50.2	47.5
Cppaaa	74	90.5	66.9	90.9	84.4	69.2
Cppaaaa	NA	NA	NA	NA	NA	NA
Cppaaap	NA	NA	NA	NA	NA	NA
Cppaap	84	100.6	78.4	113.3	112.2	85.9
Cppaapa	NA	NA	NA	NA	NA	NA
Cppaapp	NA	NA	NA	NA	NA	NA
Cppap	59	52	45.7	56	55	47.5
Cppapa	74	101.1	80.3	121.7	100.5	84.2
Cppapaa	NA	NA	NA	NA	NA	NA
Cppapap	NA	NA	NA	NA	NA	NA
Cppapp	81	109.4	83.6	132.2	105.7	92.7
Cppappa	NA	NA	NA	NA	NA	NA
Cppappp	NA	NA	NA	NA	NA	NA
Cppp	54	43.6	42	40.7	40.5	40.6
Cpppa	49	47.2	42.5	53.9	49.5	44.2
Cpppaa	69	73.5	61.7	74.7	75.2	62.1
Cpppaaa	NA	NA	NA	NA	NA	NA
Cpppaap	NA	NA	NA	NA	NA	NA
Cpppap	79	86.6	79.7	103.4	97.2	78.6
Cpppapa	NA	NA	NA	NA	NA	NA
Cpppapp	NA	NA	NA	NA	NA	NA
Cpppp	49	53.3	50.2	65	60.7	55.2
Cppppa	79	82.2	68.7	113	87.8	77.6
Cppppaa	NA	NA	NA	NA	NA	NA
Cppppap	NA	NA	NA	NA	NA	NA
Cppppp	89	114.1	82	123.3	106.8	94.4
Cpppppd	NA	NA	NA	NA	NA	NA
Cpppppv	NA	NA	NA	NA	NA	NA
D	39	28.6	25.6	30.1	31.4	30.1
Da	45	42.1	42.1	46.7	39	39.1
Daa	47	43.7	42.2	45.6	45.8	40.7
Daaa	64	48.1	49.5	70.4	57.6	74
Daaaa	NA	NA	NA	NA	NA	NA
Daaap	NA	NA	NA	NA	NA	NA
Daap	64	56.1	54.4	72.1	67.4	70.7
Daapa	NA	NA	NA	NA	NA	NA
Daapp	NA	NA	NA	NA	NA	NA
Dap	37	42.2	39.1	41	39.6	39.2
Dapa	69	60.7	57.4	76.8	67	67.4
Dapaa	NA	NA	NA	NA	NA	NA
Dapap	NA	NA	NA	NA	NA	NA
Dapp	59	51.2	54.1	68.6	60.5	53
Dappa	81	85.4	78.6	NA	87.8	85.8
Dappaa	NA	NA	NA	NA	NA	NA
Dappap	NA	NA	NA	NA	NA	NA
Dappp	99	97.4	95.5	NA	114.3	116.8
Dapppa	NA	NA	NA	NA	NA	NA
Dapppp	NA	NA	NA	NA	NA	NA
Dp	45	40.6	40.6	45.2	40.5	39.1
Dpa	46	45.2	42.2	50.2	41.2	37.7
Dpaa	63	64.1	55.9	70.6	72.1	60.9
Dpaaa	NA	NA	NA	NA	NA	NA
Dpaap	NA	NA	NA	NA	NA	NA
Dpap	65	52.9	57.5	75.6	72.1	67.2
Dpapa	NA	NA	NA	NA	NA	NA
Dpapp	NA	NA	NA	NA	NA	NA
Dpp	37	39.1	39.1	47.1	38.1	34.6
Dppa	64	54.2	59	97	108.7	64
Dppaa	NA	NA	NA	NA	NA	NA
Dppap	NA	NA	NA	NA	NA	NA
Dppp	59	62.1	52.6	67.2	78.6	54.3
Dpppa	79	87.5	73.3	NA	94.4	82.1
Dpppaa	NA	NA	NA	NA	NA	NA
Dpppap	NA	NA	NA	NA	NA	NA
Dpppp	99	NA	91.8	NA	NA	92.3
Dppppa	NA	NA	NA	NA	NA	NA
Dppppp	NA	NA	NA	NA	NA	NA
E	22	9	12	15	15	12
EMS	22	NA	NA	NA	NA	NA
Ea	43	37.6	34.6	37.6	37.5	36.1
Eal	54	45.1	36.1	42	43.7	40.6
Eala	73	73.1	64.9	77	79	74.6
Ealaa	123	NA	NA	NA	NA	NA
Ealaad	NA	NA	NA	NA	NA	NA
Ealaav	NA	NA	NA	NA	NA	NA
Ealap	313	NA	NA	NA	NA	NA
Ealapa	NA	NA	NA	NA	NA	NA
Ealapp	NA	NA	NA	NA	NA	NA
Ealp	73	85.6	63.4	80.1	83.8	66.8
Ealpa	NA	NA	NA	NA	NA	NA
Ealpp	313	NA	NA	NA	NA	NA
Ealppa	NA	NA	NA	NA	NA	NA
Ealppp	NA	NA	NA	NA	NA	NA
Ear	54	43.6	34.6	42	43.7	39.1
Eara	73	91.8	71.2	80.1	85.3	69.8
Earaa	123	NA	NA	NA	NA	NA
Earaad	NA	NA	NA	NA	NA	NA
Earaav	NA	NA	NA	NA	NA	NA
Earap	313	NA	NA	NA	NA	NA
Earapa	NA	NA	NA	NA	NA	NA
Earapp	NA	NA	NA	NA	NA	NA
Earp	73	90.3	72.7	81.7	90.2	82.3
Earpa	NA	NA	NA	NA	NA	NA
Earpp	313	NA	NA	NA	NA	NA
Earppa	NA	NA	NA	NA	NA	NA
Earppp	NA	NA	NA	NA	NA	NA
Ep	45	39.1	34.6	40.6	39	36.1
Epl	56	43.6	45.1	45.2	46.7	40.6
Epla	68	80.8	71.4	94.9	85.7	76.2
Eplaa	314	NA	NA	NA	NA	NA
Eplaaa	NA	NA	NA	NA	NA	NA
Eplaap	NA	NA	NA	NA	NA	NA
Eplap	314	NA	NA	NA	NA	NA
Eplapa	NA	NA	NA	NA	NA	NA
Eplapp	NA	NA	NA	NA	NA	NA
Eplp	78	90.3	74.7	94.9	82.5	71.4
Eplpa	304	NA	NA	NA	NA	NA
Eplpaa	NA	NA	NA	NA	NA	NA
Eplpap	NA	NA	NA	NA	NA	NA
Eplpp	124	NA	NA	NA	NA	NA
Eplppa	179	NA	NA	NA	NA	NA
Eplppaa	NA	NA	NA	NA	NA	NA
Eplppap	NA	NA	NA	NA	NA	NA
Eplppp	179	NA	NA	NA	NA	NA
Eplpppa	NA	NA	NA	NA	NA	NA
Eplpppp	NA	NA	NA	NA	NA	NA
Epr	56	45.1	40.6	46.7	43.7	40.6
Epra	68	99.9	77.6	95	90.3	74.6
Epraa	314	NA	NA	NA	NA	NA
Epraaa	NA	NA	NA	NA	NA	NA
Epraap	NA	NA	NA	NA	NA	NA
Eprap	314	NA	NA	NA	NA	NA
Eprapa	NA	NA	NA	NA	NA	NA
Eprapp	NA	NA	NA	NA	NA	NA
Eprp	78	95.2	72.8	85.2	83.8	79.3
Eprpa	304	NA	NA	NA	NA	NA
Eprpaa	NA	NA	NA	NA	NA	NA
Eprpap	NA	NA	NA	NA	NA	NA
Eprpp	124	NA	NA	NA	NA	NA
Eprppa	179	NA	NA	NA	NA	NA
Eprppaa	NA	NA	NA	NA	NA	NA
Eprppap	NA	NA	NA	NA	NA	NA
Eprppp	179	NA	NA	NA	NA	NA
Eprpppa	NA	NA	NA	NA	NA	NA
Eprpppp	NA	NA	NA	NA	NA	NA
MS	19	7.5	9	13.5	15	12
MSa	26	18	18	18.1	18.1	18
MSaa	25	21.1	21.1	22.6	24.1	21.1
MSaaa	32	27.1	25.6	27	28.5	27.1
MSaaaa	36	27	25.5	30.1	30.2	27
MSaaaaa	46	39.3	31.6	40	38.9	36.4
MSaaaaaa	124	146.5	103.4	NA	NA	147.2
MSaaaaaal	NA	NA	NA	NA	NA	NA
MSaaaaaar	NA	NA	NA	NA	NA	NA
MSaaaaap	49	48.5	41.9	52.8	50	48.8
MSaaaaapa	74	74.1	69.8	89.4	79.8	77.9
MSaaaaapaa	NA	NA	NA	NA	NA	NA
MSaaaaapap	NA	NA	NA	NA	NA	NA
MSaaaaapp	NA	NA	NA	NA	NA	NA
MSaaaap	51	45.4	34.7	43.1	45.1	39.4
MSaaaapa	49	61.7	46.8	64.5	66.9	50.5
MSaaaapaa	NA	NA	NA	NA	NA	NA
MSaaaapap	NA	NA	NA	NA	NA	NA
MSaaaapp	64	81.3	58	81.1	82.1	60.2
MSaaaappa	NA	NA	NA	NA	NA	NA
MSaaaappp	NA	NA	NA	NA	NA	NA
MSaaap	43	30	27	31.6	34.8	28.5
MSaaapa	49	34.8	31.7	40	37.4	33.3
MSaaapaa	44	54.9	43.5	61	68.4	43.9
MSaaapaaa	NA	NA	70.1	NA	NA	74.1
MSaaapaaaa	NA	NA	NA	NA	NA	NA
MSaaapaaap	NA	NA	NA	NA	NA	NA
MSaaapaap	NA	NA	NA	NA	NA	NA
MSaaapap	59	53.3	51.5	67.6	68.4	50.3
MSaaapapa	NA	NA	NA	NA	NA	NA
MSaaapapp	NA	NA	NA	NA	NA	NA
MSaaapp	89	67.4	56.3	68.6	82.6	53.6
MSaaappa	NA	NA	NA	NA	NA	NA
MSaaappp	NA	NA	92.1	NA	NA	NA
MSaaapppa	NA	NA	NA	NA	NA	NA
MSaaapppp	NA	NA	NA	NA	NA	NA
MSaap	32	27.1	25.6	28.5	28.5	27.1
MSaapa	35	28.5	27	31.6	31.7	28.5
MSaapaa	52	34.8	34.7	43.1	45.1	37.9
MSaapaaa	44	67.8	51.6	76.1	72	58.6
MSaapaaaa	NA	NA	NA	NA	NA	NA
MSaapaaap	NA	NA	NA	NA	NA	NA
MSaapaap	46	63	48.4	66.2	70.3	50.5
MSaapaapa	99	NA	102.7	NA	NA	100.7
MSaapaapaa	NA	NA	NA	NA	NA	NA
MSaapaapap	NA	NA	NA	NA	NA	NA
MSaapaapp	NA	NA	NA	NA	NA	NA
MSaapap	57	43.9	39.3	49.5	51.6	44.2
MSaapapa	114	113	110.9	NA	134.8	113.8
MSaapapaa	NA	NA	NA	NA	NA	NA
MSaapapap	NA	NA	NA	NA	NA	NA
MSaapapp	49	74.7	58.2	83.4	69	65.5
MSaapappa	NA	NA	NA	NA	NA	NA
MSaapappp	NA	NA	NA	NA	NA	NA
MSaapp	48	42	31.5	43.8	48.7	39
MSaappa	94	80.8	69.1	77.5	86.9	84.3
MSaappaa	NA	NA	NA	NA	NA	NA
MSaappap	NA	NA	NA	NA	NA	NA
MSaappp	74	84.1	75.3	97.2	88.5	66.7
MSaapppa	69	88.3	88.8	NA	NA	92.7
MSaapppaa	NA	NA	NA	NA	NA	NA
MSaapppap	NA	NA	NA	NA	NA	NA
MSaapppp	94	NA	109.3	NA	NA	NA
MSaappppa	NA	NA	NA	NA	NA	NA
MSaappppp	NA	NA	NA	NA	NA	NA
MSap	27	24.1	22.6	24.1	25.6	24.1
MSapa	34	28.6	28.6	28.5	28.5	30.1
MSapaa	39	33	31.5	37.7	36.3	33
MSapaaa	49	44.2	39.6	49.8	51.9	43
MSapaaaa	114	NA	132.2	NA	NA	NA
MSapaaaad	NA	NA	NA	NA	NA	NA
MSapaaaav	NA	NA	NA	NA	NA	NA
MSapaaap	NA	NA	NA	NA	NA	NA
MSapaap	69	67.8	58.3	73.9	72.9	66.7
MSapaapa	NA	NA	NA	NA	NA	NA
MSapaapp	NA	NA	NA	NA	NA	NA
MSapap	39	36	30	43.8	37.8	31.5
MSapapa	49	45.8	36.3	48.5	45.5	41.3
MSapapaa	199	NA	NA	NA	NA	NA
MSapapaaa	NA	NA	NA	NA	NA	NA
MSapapaap	NA	NA	NA	NA	NA	NA
MSapapap	NA	NA	NA	NA	NA	NA
MSapapp	59	50.6	45.7	61.4	55.2	52.3
MSapappa	NA	NA	NA	NA	NA	NA
MSapappp	NA	NA	NA	NA	NA	NA
MSapp	34	28.6	28.6	30	31.5	30.1
MSappa	44	39	36	42.3	39.3	36.1
MSappaa	64	71.3	53.8	69.5	78.1	58.8
MSappaaa	NA	NA	NA	NA	NA	NA
MSappaap	NA	NA	NA	NA	NA	NA
MSappap	74	84.2	63.2	97.4	88.1	68.5
MSappapa	NA	NA	NA	NA	NA	NA
MSappapp	NA	NA	NA	NA	NA	NA
MSappp	47	39	37.5	43.8	44.1	40.6
MSapppa	61	72.8	68.1	69.6	93.5	56
MSapppaa	NA	NA	NA	NA	NA	NA
MSapppap	NA	NA	NA	NA	NA	NA
MSapppp	61	66.5	66.5	66.3	78.6	60.7
MSappppa	NA	NA	NA	NA	NA	NA
MSappppp	NA	NA	NA	NA	NA	NA
MSp	26	18	18	18.1	21.1	18
MSpa	25	21.1	22.6	22.6	21.1	21.1
MSpaa	32	25.4	25.6	28.5	28.5	27.1
MSpaaa	35	28.5	27	31.6	28.7	27
MSpaaaa	47	36.3	33.2	40	41.9	33.3
MSpaaaaa	99	97.3	87.2	133.9	109.1	111.1
MSpaaaaaa	NA	NA	NA	NA	NA	NA
MSpaaaaap	NA	NA	NA	NA	NA	NA
MSpaaaap	59	54.9	54.8	64.5	65	53.5
MSpaaaapa	NA	NA	NA	NA	NA	NA
MSpaaaapp	NA	NA	NA	NA	NA	NA
MSpaaap	52	40.8	36.3	44.8	41.9	36.4
MSpaaapa	84	105.9	81	113.7	102.2	94.6
MSpaaapaa	NA	NA	NA	NA	NA	NA
MSpaaapap	NA	NA	NA	NA	NA	NA
MSpaaapp	64	61.5	53.4	69.6	70	55.2
MSpaaappa	NA	NA	NA	NA	NA	NA
MSpaaappp	NA	NA	NA	NA	NA	NA
MSpaap	43	34.5	31.5	36.2	34.8	31.5
MSpaapa	56	41.1	34.8	43.4	43.8	36.5
MSpaapaa	77	103.2	77.9	126	108.1	95
MSpaapaaa	NA	NA	NA	NA	NA	NA
MSpaapaap	NA	NA	NA	NA	NA	NA
MSpaapap	57	70.1	55.1	73.1	65.4	62
MSpaapapa	NA	NA	NA	NA	NA	NA
MSpaapapp	NA	NA	NA	NA	NA	NA
MSpaapp	NA	NA	NA	NA	NA	NA
MSpap	32	27.1	25.6	28.5	27	27.1
MSpapa	35	28.5	27	31.6	31.7	27
MSpapaa	61	37.8	37.8	47.9	42	36.4
MSpapaaa	35	69.6	55	73.1	68.4	53.6
MSpapaaaa	NA	NA	NA	NA	NA	NA
MSpapaaap	NA	NA	NA	NA	NA	NA
MSpapaap	30	56.7	51.8	66.5	60.1	47.2
MSpapaapa	109	NA	101.7	NA	NA	96.6
MSpapaapaa	NA	NA	NA	NA	NA	NA
MSpapaapap	NA	NA	NA	NA	NA	NA
MSpapaapp	NA	NA	NA	NA	NA	NA
MSpapap	57	43.9	44	51	50	41.1
MSpapapa	114	135.2	89.7	138.5	116.8	120.3
MSpapapaa	NA	NA	NA	NA	NA	NA
MSpapapap	NA	NA	NA	NA	NA	NA
MSpapapp	49	71.6	58.6	76.6	68.8	65.2
MSpapappa	NA	NA	NA	NA	NA	NA
MSpapappp	NA	NA	NA	NA	NA	NA
MSpapp	46	40.5	39	40.8	45.4	37.5
MSpappa	76	133.2	85.6	125.4	104.8	102.2
MSpappaa	NA	NA	NA	NA	NA	NA
MSpappap	NA	NA	NA	NA	70.8	NA
MSpappapa	NA	NA	NA	NA	NA	NA
MSpappapp	NA	NA	NA	NA	NA	NA
MSpappp	76	79.1	69.6	95.3	84.7	81
MSpapppa	74	NA	80.5	NA	85.5	97.2
MSpapppaa	NA	NA	NA	NA	NA	NA
MSpapppap	NA	NA	NA	NA	NA	NA
MSpapppp	89	NA	85.6	NA	NA	NA
MSpappppa	NA	NA	NA	NA	NA	NA
MSpappppp	NA	NA	NA	NA	NA	NA
MSpp	27	25.6	22.6	27.1	24.1	24.1
MSppa	34	28.6	28.6	30	28.5	28.6
MSppaa	39	34.5	30	37.8	36.3	33
MSppaaa	49	44.3	39.5	50	47.2	41.3
MSppaaaa	124	127.9	113.2	NA	129.7	133.4
MSppaaaad	NA	NA	NA	NA	NA	NA
MSppaaaav	NA	NA	NA	NA	NA	NA
MSppaaap	NA	NA	NA	NA	NA	NA
MSppaap	69	74.3	56.6	82.4	64.9	60.2
MSppaapa	NA	NA	NA	NA	NA	NA
MSppaapp	NA	NA	NA	NA	NA	NA
MSppap	29	33	30	33.2	36.3	30
MSppapa	59	42.7	38	48.2	47.2	41.2
MSppapaa	199	NA	NA	NA	NA	NA
MSppapaaa	NA	NA	NA	NA	NA	NA
MSppapaap	NA	NA	NA	NA	NA	NA
MSppapap	NA	NA	NA	NA	NA	NA
MSppapp	69	66.3	47.3	59.4	61.7	52.2
MSppappa	NA	NA	NA	NA	NA	NA
MSppappp	NA	NA	NA	NA	NA	NA
MSppp	34	28.6	28.6	28.5	28.5	28.6
MSpppa	44	37.5	34.5	42.3	39.3	34.5
MSpppaa	67	61.8	58.3	74.5	78.2	68.3
MSpppaaa	NA	NA	NA	NA	NA	NA
MSpppaap	NA	NA	NA	NA	NA	NA
MSpppap	74	79.3	63.2	82.7	81.5	73.1
MSpppapa	NA	NA	NA	NA	NA	NA
MSpppapp	NA	NA	NA	NA	NA	NA
MSpppp	44	43.6	36	45.5	39.3	39.1
MSppppa	64	65.2	58.5	77.8	79.8	78.2
MSppppaa	NA	NA	NA	NA	NA	NA
MSppppap	NA	NA	NA	NA	NA	NA
MSppppp	64	66.8	64.8	81.1	74.9	86.3
MSpppppa	NA	NA	NA	NA	NA	NA
MSpppppp	NA	NA	NA	NA	NA	NA
P1	NA	NA	NA	NA	NA	NA
P2	25	NA	NA	NA	NA	NA
P3	32	18	19.5	19.6	22.6	22.5
P4	66	57.1	NA	61.7	61.6	58.7
Z2	NA	NA	NA	NA	NA	NA
Z3	NA	NA	NA	NA	NA	NA
