Cell	20081128_sulston	20230224_RW10265_tbx-8_die-1_L4	20230224_RW10265_tbx-8_die-1_L3	20230224_RW10265_tbx-8_die-1_L1	20230223_JIM188_tbx-9_die-1_L4	20230222_JIM188_tbx-9_die-1_L1
Cappapa	NA	NA	NA	NA	NA	NA
Cappapp	NA	NA	NA	NA	NA	NA
Cappp	42	55.9	60.7	68.4	56.7	60.5
Capppa	79	92.2	91.7	NA	95.4	84.9
Capppaa	NA	NA	NA	NA	NA	NA
Capppap	NA	NA	NA	NA	NA	NA
Capppp	89	112.8	99.3	NA	103.7	102.8
Cappppd	NA	NA	NA	NA	NA	NA
Cappppv	NA	NA	NA	NA	NA	NA
Cp	29	24.4	24	19.1	20	25.7
Cpa	37	21.3	29	23.3	25.8	24
Cpaa	34	33.6	34.3	31.6	28.6	35.3
Cpaaa	49	53.7	46.3	55.9	60	60
Cpaaaa	NA	NA	NA	NA	NA	NA
Cpaaap	NA	NA	NA	NA	NA	NA
Cpaap	47	41.3	44.6	50.1	48	41.9
Cpaapa	NA	NA	NA	NA	NA	NA
Cpaapp	NA	NA	NA	NA	NA	NA
Cpap	44	35.1	42.8	37	32.9	36.9
Cpapa	49	53.8	48.3	60.4	54.2	55.1
Cpapaa	NA	NA	NA	NA	NA	NA
Cpapap	NA	NA	NA	NA	NA	NA
Cpapp	54	50.6	48.3	56.1	54.2	55.1
Cpappd	NA	NA	NA	NA	NA	NA
Cpappv	NA	NA	NA	NA	NA	NA
Cpp	37	25.8	34.1	26	30	30.4
Cppa	54	51.9	53.1	46.7	50.2	49.8
Cppaa	54	46.5	48.5	52.4	47.7	50.7
Cppaaa	74	91.8	76.2	82.7	80.4	74
Cppaaaa	NA	NA	NA	NA	NA	NA
Cppaaap	NA	NA	NA	NA	NA	NA
Cppaap	84	102.1	89.3	103.1	106.8	91.7
Cppaapa	NA	NA	NA	NA	NA	NA
Cppaapp	NA	NA	NA	NA	NA	NA
Cppap	59	52.8	52	51	52.3	50.7
Cppapa	74	102.6	91.5	110.9	95.6	90
Cppapaa	NA	NA	NA	NA	NA	NA
Cppapap	NA	NA	NA	NA	NA	NA
Cppapp	81	111.1	95.2	120.5	100.6	99
Cppappa	NA	NA	NA	NA	NA	NA
Cppappp	NA	NA	NA	NA	NA	NA
Cppp	54	44.2	47.9	37	38.6	43.3
Cpppa	49	47.9	48.4	49	47.2	47.2
Cpppaa	69	74.6	70.4	68.1	71.5	66.4
Cpppaaa	NA	NA	NA	NA	NA	NA
Cpppaap	NA	NA	NA	NA	NA	NA
Cpppap	79	88	90.9	94.2	92.6	84
Cpppapa	NA	NA	NA	NA	NA	NA
Cpppapp	NA	NA	NA	NA	NA	NA
Cpppp	49	54.2	57.2	59.2	57.8	58.9
Cppppa	79	83.4	78.3	102.9	83.6	82.9
Cppppaa	NA	NA	NA	NA	NA	NA
Cppppap	NA	NA	NA	NA	NA	NA
Cppppp	89	115.8	93.4	112.3	101.7	100.9
Cpppppd	NA	NA	NA	NA	NA	NA
Cpppppv	NA	NA	NA	NA	NA	NA
D	39	29	29.1	27.4	29.9	32.1
Da	45	42.7	47.9	42.5	37.2	41.7
Daa	47	44.3	48	41.6	43.6	43.4
Daaa	64	48.9	56.5	64.1	54.8	79
Daaaa	NA	NA	NA	NA	NA	NA
Daaap	NA	NA	NA	NA	NA	NA
Daap	64	56.9	62	65.6	64.1	75.6
Daapa	NA	NA	NA	NA	NA	NA
Daapp	NA	NA	NA	NA	NA	NA
Dap	37	42.8	44.5	37.4	37.7	41.8
Dapa	69	61.7	65.4	69.9	63.7	71.9
Dapaa	NA	NA	NA	NA	NA	NA
Dapap	NA	NA	NA	NA	NA	NA
Dapp	59	52	61.7	62.4	57.6	56.6
Dappa	81	86.7	89.5	NA	83.6	91.6
Dappaa	NA	NA	NA	NA	NA	NA
Dappap	NA	NA	NA	NA	NA	NA
Dappp	99	98.8	108.8	NA	108.8	124.7
Dapppa	NA	NA	NA	NA	NA	NA
Dapppp	NA	NA	NA	NA	NA	NA
Dp	45	41.2	46.2	41.1	38.6	41.7
Dpa	46	45.8	48	45.8	39.2	40.2
Dpaa	63	65	63.7	64.3	68.7	65
Dpaaa	NA	NA	NA	NA	NA	NA
Dpaap	NA	NA	NA	NA	NA	NA
Dpap	65	53.7	65.5	68.8	68.7	71.8
Dpapa	NA	NA	NA	NA	NA	NA
Dpapp	NA	NA	NA	NA	NA	NA
Dpp	37	39.7	44.5	42.9	36.2	36.9
Dppa	64	55.1	67.2	88.3	103.4	68.3
Dppaa	NA	NA	NA	NA	NA	NA
Dppap	NA	NA	NA	NA	NA	NA
Dppp	59	63.1	60	61.2	74.8	58.1
Dpppa	79	88.8	83.6	NA	89.8	87.8
Dpppaa	NA	NA	NA	NA	NA	NA
Dpppap	NA	NA	NA	NA	NA	NA
Dpppp	99	NA	104.7	NA	NA	98.6
Dppppa	NA	NA	NA	NA	NA	NA
Dppppp	NA	NA	NA	NA	NA	NA
E	22	9.1	13.6	13.6	14.2	12.8
EMS	22	NA	NA	NA	NA	NA
Ea	43	38.1	39.4	34.2	35.7	38.5
Eal	54	45.7	41.1	38.3	41.6	43.3
Eala	73	74.2	74	70.1	75.2	79.6
Ealaa	123	NA	NA	NA	NA	NA
Ealaad	NA	NA	NA	NA	NA	NA
Ealaav	NA	NA	NA	NA	NA	NA
Ealap	313	NA	NA	NA	NA	NA
Ealapa	NA	NA	NA	NA	NA	NA
Ealapp	NA	NA	NA	NA	NA	NA
Ealp	73	86.9	72.3	72.9	79.7	71.3
Ealpa	NA	NA	NA	NA	NA	NA
Ealpp	313	NA	NA	NA	NA	NA
Ealppa	NA	NA	NA	NA	NA	NA
Ealppp	NA	NA	NA	NA	NA	NA
Ear	54	44.2	39.4	38.3	41.6	41.7
Eara	73	93.3	81.1	72.9	81.3	74.5
Earaa	123	NA	NA	NA	NA	NA
Earaad	NA	NA	NA	NA	NA	NA
Earaav	NA	NA	NA	NA	NA	NA
Earap	313	NA	NA	NA	NA	NA
Earapa	NA	NA	NA	NA	NA	NA
Earapp	NA	NA	NA	NA	NA	NA
Earp	73	91.6	82.8	74.4	85.8	88
Earpa	NA	NA	NA	NA	NA	NA
Earpp	313	NA	NA	NA	NA	NA
Earppa	NA	NA	NA	NA	NA	NA
Earppp	NA	NA	NA	NA	NA	NA
Ep	45	39.7	39.4	36.9	37.2	38.5
Epl	56	44.2	51.4	41.1	44.4	43.3
Epla	68	82.1	81.4	86.4	81.5	81.3
Eplaa	314	NA	NA	NA	NA	NA
Eplaaa	NA	NA	NA	NA	NA	NA
Eplaap	NA	NA	NA	NA	NA	NA
Eplap	314	NA	NA	NA	NA	NA
Eplapa	NA	NA	NA	NA	NA	NA
Eplapp	NA	NA	NA	NA	NA	NA
Eplp	78	91.7	85.1	86.4	78.5	76.3
Eplpa	304	NA	NA	NA	NA	NA
Eplpaa	NA	NA	NA	NA	NA	NA
Eplpap	NA	NA	NA	NA	NA	NA
Eplpp	124	NA	NA	NA	NA	NA
Eplppa	179	NA	NA	NA	NA	NA
Eplppaa	NA	NA	NA	NA	NA	NA
Eplppap	NA	NA	NA	NA	NA	NA
Eplppp	179	NA	NA	NA	NA	NA
Eplpppa	NA	NA	NA	NA	NA	NA
Eplpppp	NA	NA	NA	NA	NA	NA
Epr	56	45.7	46.2	42.5	41.6	43.3
Epra	68	101.5	88.4	86.5	85.9	79.6
Epraa	314	NA	NA	NA	NA	NA
Epraaa	NA	NA	NA	NA	NA	NA
Epraap	NA	NA	NA	NA	NA	NA
Eprap	314	NA	NA	NA	NA	NA
Eprapa	NA	NA	NA	NA	NA	NA
Eprapp	NA	NA	NA	NA	NA	NA
Eprp	78	96.6	83	77.6	79.8	84.7
Eprpa	304	NA	NA	NA	NA	NA
Eprpaa	NA	NA	NA	NA	NA	NA
Eprpap	NA	NA	NA	NA	NA	NA
Eprpp	124	NA	NA	NA	NA	NA
Eprppa	179	NA	NA	NA	NA	NA
Eprppaa	NA	NA	NA	NA	NA	NA
Eprppap	NA	NA	NA	NA	NA	NA
Eprppp	179	NA	NA	NA	NA	NA
Eprpppa	NA	NA	NA	NA	NA	NA
Eprpppp	NA	NA	NA	NA	NA	NA
MS	19	7.6	10.2	12.2	14.2	12.8
MSa	26	18.2	20.5	16.4	17.2	19.2
MSaa	25	21.4	24	20.5	22.9	22.5
MSaaa	32	27.5	29.1	24.6	27.1	28.9
MSaaaa	36	27.4	29.1	27.4	28.7	28.8
MSaaaaa	46	40	36	36.4	37	38.9
MSaaaaaa	124	148.7	117.8	NA	NA	157.2
MSaaaaaal	NA	NA	NA	NA	NA	NA
MSaaaaaar	NA	NA	NA	NA	NA	NA
MSaaaaap	49	49.3	47.7	48	47.7	52.1
MSaaaaapa	74	75.3	79.6	81.5	76	83.2
MSaaaaapaa	NA	NA	NA	NA	NA	NA
MSaaaaapap	NA	NA	NA	NA	NA	NA
MSaaaaapp	NA	NA	NA	NA	NA	NA
MSaaaap	51	46.2	39.5	39.3	43	42.1
MSaaaapa	49	62.7	53.3	58.7	63.6	53.9
MSaaaapaa	NA	NA	NA	NA	NA	NA
MSaaaapap	NA	NA	NA	NA	NA	NA
MSaaaapp	64	82.6	66.1	73.8	78.1	64.4
MSaaaappa	NA	NA	NA	NA	NA	NA
MSaaaappp	NA	NA	NA	NA	NA	NA
MSaaap	43	30.4	30.8	28.7	33.1	30.4
MSaaapa	49	35.3	36.1	36.5	35.6	35.6
MSaaapaa	44	55.7	49.5	55.5	65.1	46.8
MSaaapaaa	NA	NA	79.8	NA	NA	79.1
MSaaapaaaa	NA	NA	NA	NA	NA	NA
MSaaapaaap	NA	NA	NA	NA	NA	NA
MSaaapaap	NA	NA	NA	NA	NA	NA
MSaaapap	59	54.1	58.6	61.5	65.1	53.7
MSaaapapa	NA	NA	NA	NA	NA	NA
MSaaapapp	NA	NA	NA	NA	NA	NA
MSaaapp	89	68.5	64.1	62.4	78.6	57.2
MSaaappa	NA	NA	NA	NA	NA	NA
MSaaappp	NA	NA	105	NA	NA	NA
MSaaapppa	NA	NA	NA	NA	NA	NA
MSaaapppp	NA	NA	NA	NA	NA	NA
MSaap	32	27.5	29.1	26	27.1	28.9
MSaapa	35	28.9	30.8	28.7	30.1	30.4
MSaapaa	52	35.3	39.5	39.3	43	40.5
MSaapaaa	44	68.8	58.8	69.4	68.5	62.5
MSaapaaaa	NA	NA	NA	NA	NA	NA
MSaapaaap	NA	NA	NA	NA	NA	NA
MSaapaap	46	63.9	55.1	60.3	67	53.9
MSaapaapa	99	NA	117.1	NA	NA	107.5
MSaapaapaa	NA	NA	NA	NA	NA	NA
MSaapaapap	NA	NA	NA	NA	NA	NA
MSaapaapp	NA	NA	NA	NA	NA	NA
MSaapap	57	44.6	44.7	45	49.1	47.2
MSaapapa	114	114.8	126.3	NA	128.3	121.6
MSaapapaa	NA	NA	NA	NA	NA	NA
MSaapapap	NA	NA	NA	NA	NA	NA
MSaapapp	49	75.9	66.3	75.9	65.6	69.9
MSaapappa	NA	NA	NA	NA	NA	NA
MSaapappp	NA	NA	NA	NA	NA	NA
MSaapp	48	42.7	36	39.8	46.3	41.7
MSaappa	94	82	78.7	70.5	82.7	90.1
MSaappaa	NA	NA	NA	NA	NA	NA
MSaappap	NA	NA	NA	NA	NA	NA
MSaappp	74	85.3	85.9	88.5	84.2	71.2
MSaapppa	69	89.6	101.2	NA	NA	99.1
MSaapppaa	NA	NA	NA	NA	NA	NA
MSaapppap	NA	NA	NA	NA	NA	NA
MSaapppp	94	NA	124.6	NA	NA	NA
MSaappppa	NA	NA	NA	NA	NA	NA
MSaappppp	NA	NA	NA	NA	NA	NA
MSap	27	24.4	25.7	21.9	24.3	25.7
MSapa	34	29	32.5	26	27.1	32.1
MSapaa	39	33.6	36	34.3	34.5	35.3
MSapaaa	49	44.8	45.1	45.3	49.4	45.9
MSapaaaa	114	NA	150.6	NA	NA	NA
MSapaaaad	NA	NA	NA	NA	NA	NA
MSapaaaav	NA	NA	NA	NA	NA	NA
MSapaaap	NA	NA	NA	NA	NA	NA
MSapaap	69	68.8	66.4	67.3	69.4	71.2
MSapaapa	NA	NA	NA	NA	NA	NA
MSapaapp	NA	NA	NA	NA	NA	NA
MSapap	39	36.6	34.3	39.9	35.9	33.7
MSapapa	49	46.6	41.4	44.1	43.4	44.2
MSapapaa	199	NA	NA	NA	NA	NA
MSapapaaa	NA	NA	NA	NA	NA	NA
MSapapaap	NA	NA	NA	NA	NA	NA
MSapapap	NA	NA	NA	NA	NA	NA
MSapapp	59	51.3	52	55.9	52.5	55.8
MSapappa	NA	NA	NA	NA	NA	NA
MSapappp	NA	NA	NA	NA	NA	NA
MSapp	34	29	32.5	27.4	30	32.1
MSappa	44	39.7	41.1	38.6	37.5	38.5
MSappaa	64	72.3	61.3	63.3	74.4	62.9
MSappaaa	NA	NA	NA	NA	NA	NA
MSappaap	NA	NA	NA	NA	NA	NA
MSappap	74	85.4	72	88.7	83.8	73.1
MSappapa	NA	NA	NA	NA	NA	NA
MSappapp	NA	NA	NA	NA	NA	NA
MSappp	47	39.7	42.8	39.9	41.9	43.3
MSapppa	61	74	77.6	63.3	89	59.8
MSapppaa	NA	NA	NA	NA	NA	NA
MSapppap	NA	NA	NA	NA	NA	NA
MSapppp	61	67.5	75.7	60.3	74.8	64.9
MSappppa	NA	NA	NA	NA	NA	NA
MSappppp	NA	NA	NA	NA	NA	NA
MSp	26	18.2	20.5	16.4	20	19.2
MSpa	25	21.4	25.7	20.5	20	22.5
MSpaa	32	25.8	29.1	26	27.1	28.9
MSpaaa	35	28.9	30.8	28.7	27.3	28.8
MSpaaaa	47	36.8	37.8	36.5	39.8	35.6
MSpaaaaa	99	98.7	99.3	121.9	103.8	118.6
MSpaaaaaa	NA	NA	NA	NA	NA	NA
MSpaaaaap	NA	NA	NA	NA	NA	NA
MSpaaaap	59	55.7	62.4	58.7	61.8	57.1
MSpaaaapa	NA	NA	NA	NA	NA	NA
MSpaaaapp	NA	NA	NA	NA	NA	NA
MSpaaap	52	41.5	41.3	40.8	39.8	38.9
MSpaaapa	84	107.5	92.3	103.5	97.4	101
MSpaaapaa	NA	NA	NA	NA	NA	NA
MSpaaapap	NA	NA	NA	NA	NA	NA
MSpaaapp	64	62.4	60.8	63.4	66.6	58.9
MSpaaappa	NA	NA	NA	NA	NA	NA
MSpaaappp	NA	NA	NA	NA	NA	NA
MSpaap	43	35	36	32.9	33.1	33.6
MSpaapa	56	41.7	39.7	39.5	41.7	38.9
MSpaapaa	77	104.7	88.7	114.7	102.9	101.4
MSpaapaaa	NA	NA	NA	NA	NA	NA
MSpaapaap	NA	NA	NA	NA	NA	NA
MSpaapap	57	71.1	62.7	66.6	62.2	66.2
MSpaapapa	NA	NA	NA	NA	NA	NA
MSpaapapp	NA	NA	NA	NA	NA	NA
MSpaapp	NA	NA	NA	NA	NA	NA
MSpap	32	27.5	29.1	26	25.7	28.9
MSpapa	35	28.9	30.8	28.7	30.1	28.8
MSpapaa	61	38.4	43	43.6	39.9	38.9
MSpapaaa	35	70.6	62.6	66.6	65.1	57.2
MSpapaaaa	NA	NA	NA	NA	NA	NA
MSpapaaap	NA	NA	NA	NA	NA	NA
MSpapaap	30	57.5	59	60.5	57.2	50.4
MSpapaapa	109	NA	115.9	NA	NA	103.2
MSpapaapaa	NA	NA	NA	NA	NA	NA
MSpapaapap	NA	NA	NA	NA	NA	NA
MSpapaapp	NA	NA	NA	NA	NA	NA
MSpapap	57	44.6	50.1	46.5	47.6	43.9
MSpapapa	114	137.2	102.3	126.1	111.3	128.5
MSpapapaa	NA	NA	NA	NA	NA	NA
MSpapapap	NA	NA	NA	NA	NA	NA
MSpapapp	49	72.7	66.7	69.8	65.5	69.7
MSpapappa	NA	NA	NA	NA	NA	NA
MSpapappp	NA	NA	NA	NA	NA	NA
MSpapp	46	41.2	44.5	37.1	43.3	40.1
MSpappa	76	135.2	97.5	114.2	99.8	109.1
MSpappaa	NA	NA	NA	NA	NA	NA
MSpappap	NA	NA	NA	NA	67.5	NA
MSpappapa	NA	NA	NA	NA	NA	NA
MSpappapp	NA	NA	NA	NA	NA	NA
MSpappp	76	80.3	79.3	86.8	80.7	86.5
MSpapppa	74	NA	91.7	NA	81.5	103.8
MSpapppaa	NA	NA	NA	NA	NA	NA
MSpapppap	NA	NA	NA	NA	NA	NA
MSpapppp	89	NA	97.5	NA	NA	NA
MSpappppa	NA	NA	NA	NA	NA	NA
MSpappppp	NA	NA	NA	NA	NA	NA
MSpp	27	25.9	25.7	24.6	22.9	25.7
MSppa	34	29	32.5	27.4	27.2	30.5
MSppaa	39	35.1	34.3	34.4	34.5	35.3
MSppaaa	49	44.9	45	45.5	44.9	44.2
MSppaaaa	124	129.8	129.1	NA	123.5	142.4
MSppaaaad	NA	NA	NA	NA	NA	NA
MSppaaaav	NA	NA	NA	NA	NA	NA
MSppaaap	NA	NA	NA	NA	NA	NA
MSppaap	69	75.4	64.5	75	61.7	64.3
MSppaapa	NA	NA	NA	NA	NA	NA
MSppaapp	NA	NA	NA	NA	NA	NA
MSppap	29	33.6	34.3	30.2	34.5	32.1
MSppapa	59	43.3	43.3	43.9	44.9	44
MSppapaa	199	NA	NA	NA	NA	NA
MSppapaaa	NA	NA	NA	NA	NA	NA
MSppapaap	NA	NA	NA	NA	NA	NA
MSppapap	NA	NA	NA	NA	NA	NA
MSppapp	69	67.3	53.9	54.1	58.7	55.7
MSppappa	NA	NA	NA	NA	NA	NA
MSppappp	NA	NA	NA	NA	NA	NA
MSppp	34	29	32.5	26	27.2	30.5
MSpppa	44	38.1	39.4	38.6	37.5	36.9
MSpppaa	67	62.7	66.5	67.8	74.4	72.9
MSpppaaa	NA	NA	NA	NA	NA	NA
MSpppaap	NA	NA	NA	NA	NA	NA
MSpppap	74	80.5	72	75.3	77.5	78
MSpppapa	NA	NA	NA	NA	NA	NA
MSpppapp	NA	NA	NA	NA	NA	NA
MSpppp	44	44.2	41.1	41.4	37.5	41.7
MSppppa	64	66.3	66.6	70.9	75.9	83.6
MSppppaa	NA	NA	NA	NA	NA	NA
MSppppap	NA	NA	NA	NA	NA	NA
MSppppp	64	67.9	73.8	73.9	71.3	92.2
MSpppppa	NA	NA	NA	NA	NA	NA
MSpppppp	NA	NA	NA	NA	NA	NA
P0	NA	NA	NA	NA	NA	NA
P1	NA	NA	NA	NA	NA	NA
P2	25	NA	NA	NA	NA	NA
P3	32	18.2	22.2	17.8	21.5	24
P4	66	57.9	NA	56.1	58.6	62.7
Z2	NA	NA	NA	NA	NA	NA
Z3	NA	NA	NA	NA	NA	NA
