Cell	20081128_sulston	20230224_RW10265_tbx-8_die-1_L4	20230224_RW10265_tbx-8_die-1_L3	20230224_RW10265_tbx-8_die-1_L1	20230223_JIM188_tbx-9_die-1_L4	20230222_JIM188_tbx-9_die-1_L1
Capppa	79	88.7	88.4	NA	92.9	83.2
Capppaa	NA	NA	NA	NA	NA	NA
Capppap	NA	NA	NA	NA	NA	NA
Capppp	89	108.4	95.8	NA	101	100.8
Cappppd	NA	NA	NA	NA	NA	NA
Cappppv	NA	NA	NA	NA	NA	NA
Cp	29	23.5	23.1	18.2	19.5	25.2
Cpa	37	20.4	28	22.2	25.1	23.5
Cpaa	34	32.3	33	30.2	27.9	34.6
Cpaaa	49	51.6	44.7	53.4	58.4	58.8
Cpaaaa	NA	NA	NA	NA	NA	NA
Cpaaap	NA	NA	NA	NA	NA	NA
Cpaap	47	39.7	43	47.9	46.8	41.1
Cpaapa	NA	NA	NA	NA	NA	NA
Cpaapp	NA	NA	NA	NA	NA	NA
Cpap	44	33.7	41.3	35.4	32	36.2
Cpapa	49	51.7	46.6	57.7	52.8	54
Cpapaa	NA	NA	NA	NA	NA	NA
Cpapap	NA	NA	NA	NA	NA	NA
Cpapp	54	48.7	46.6	53.7	52.8	54
Cpappd	NA	NA	NA	NA	NA	NA
Cpappv	NA	NA	NA	NA	NA	NA
Cpp	37	24.8	32.9	24.8	29.2	29.8
Cppa	54	49.9	51.2	44.6	48.9	48.9
Cppaa	54	44.7	46.8	50.1	46.5	49.7
Cppaaa	74	88.3	73.5	79.1	78.3	72.5
Cppaaaa	NA	NA	NA	NA	NA	NA
Cppaaap	NA	NA	NA	NA	NA	NA
Cppaap	84	98.1	86.1	98.6	104	89.9
Cppaapa	NA	NA	NA	NA	NA	NA
Cppaapp	NA	NA	NA	NA	NA	NA
Cppap	59	50.7	50.2	48.7	50.9	49.7
Cppapa	74	98.6	88.2	106	93.1	88.2
Cppapaa	NA	NA	NA	NA	NA	NA
Cppapap	NA	NA	NA	NA	NA	NA
Cppapp	81	106.8	91.8	115.1	97.9	97
Cppappa	NA	NA	NA	NA	NA	NA
Cppappp	NA	NA	NA	NA	NA	NA
Cppp	54	42.5	46.2	35.4	37.6	42.5
Cpppa	49	46	46.7	46.9	45.9	46.2
Cpppaa	69	71.7	67.9	65.1	69.7	65.1
Cpppaaa	NA	NA	NA	NA	NA	NA
Cpppaap	NA	NA	NA	NA	NA	NA
Cpppap	79	84.6	87.7	90	90.1	82.4
Cpppapa	NA	NA	NA	NA	NA	NA
Cpppapp	NA	NA	NA	NA	NA	NA
Cpppp	49	52.1	55.1	56.5	56.3	57.8
Cppppa	79	80.2	75.5	98.3	81.4	81.3
Cppppaa	NA	NA	NA	NA	NA	NA
Cppppap	NA	NA	NA	NA	NA	NA
Cppppp	89	111.3	90.1	107.4	99	98.9
Cpppppd	NA	NA	NA	NA	NA	NA
Cpppppv	NA	NA	NA	NA	NA	NA
D	39	28.7	26.9	26.5	28.5	30
Da	45	42.2	44.2	41.1	35.4	39
Daa	47	43.8	44.3	40.2	41.4	40.6
Daaa	64	48.4	52.1	62	52.1	73.9
Daaaa	NA	NA	NA	NA	NA	NA
Daaap	NA	NA	NA	NA	NA	NA
Daap	64	56.3	57.2	63.5	61	70.7
Daapa	NA	NA	NA	NA	NA	NA
Daapp	NA	NA	NA	NA	NA	NA
Dap	37	42.3	41.1	36.2	35.8	39.1
Dapa	69	61	60.3	67.6	60.6	67.3
Dapaa	NA	NA	NA	NA	NA	NA
Dapap	NA	NA	NA	NA	NA	NA
Dapp	59	51.5	57	60.4	54.7	52.9
Dappa	81	85.7	82.6	NA	79.6	85.7
Dappaa	NA	NA	NA	NA	NA	NA
Dappap	NA	NA	NA	NA	NA	NA
Dappp	99	97.8	100.4	NA	103.5	116.7
Dapppa	NA	NA	NA	NA	NA	NA
Dapppp	NA	NA	NA	NA	NA	NA
Dp	45	40.7	42.7	39.8	36.7	39
Dpa	46	45.3	44.3	44.3	37.3	37.6
Dpaa	63	64.3	58.7	62.2	65.3	60.8
Dpaaa	NA	NA	NA	NA	NA	NA
Dpaap	NA	NA	NA	NA	NA	NA
Dpap	65	53.1	60.4	66.6	65.3	67.2
Dpapa	NA	NA	NA	NA	NA	NA
Dpapp	NA	NA	NA	NA	NA	NA
Dpp	37	39.2	41.1	41.6	34.5	34.5
Dppa	64	54.5	62	85.5	98.4	63.9
Dppaa	NA	NA	NA	NA	NA	NA
Dppap	NA	NA	NA	NA	NA	NA
Dppp	59	62.4	55.4	59.2	71.1	54.3
Dpppa	79	87.8	77.2	NA	85.4	82.1
Dpppaa	NA	NA	NA	NA	NA	NA
Dpppap	NA	NA	NA	NA	NA	NA
Dpppp	99	NA	96.6	NA	NA	92.3
Dppppa	NA	NA	NA	NA	NA	NA
Dppppp	NA	NA	NA	NA	NA	NA
E	22	8.5	13.6	14.5	14.6	13.1
EMS	22	22	NA	NA	NA	NA	NA
Ea	43	35.7	39.3	36.3	36.7	39.5
Eal	54	42.9	41	40.7	42.6	44.4
Eala	73	69.5	73.8	74.4	77.1	81.7
Ealaa	123	NA	NA	NA	NA	NA
Ealaad	NA	NA	NA	NA	NA	NA
Ealaav	NA	NA	NA	NA	NA	NA
Ealap	313	NA	NA	NA	NA	NA
Ealapa	NA	NA	NA	NA	NA	NA
Ealapp	NA	NA	NA	NA	NA	NA
Ealp	73	81.4	72.1	77.4	81.8	73.1
Ealpa	NA	NA	NA	NA	NA	NA
Ealpp	313	NA	NA	NA	NA	NA
Ealppa	NA	NA	NA	NA	NA	NA
Ealppp	NA	NA	NA	NA	NA	NA
Ear	54	41.5	39.3	40.7	42.6	42.8
Eara	73	87.4	80.9	77.4	83.4	76.4
Earaa	123	NA	NA	NA	NA	NA
Earaad	NA	NA	NA	NA	NA	NA
Earaav	NA	NA	NA	NA	NA	NA
Earap	313	NA	NA	NA	NA	NA
Earapa	NA	NA	NA	NA	NA	NA
Earapp	NA	NA	NA	NA	NA	NA
Earp	73	85.9	82.6	79	88.1	90.2
Earpa	NA	NA	NA	NA	NA	NA
Earpp	313	NA	NA	NA	NA	NA
Earppa	NA	NA	NA	NA	NA	NA
Earppp	NA	NA	NA	NA	NA	NA
Ep	45	37.2	39.3	39.2	38.1	39.5
Epl	56	41.5	51.2	43.7	45.6	44.4
Epla	68	77	81.2	91.7	83.7	83.4
Eplaa	314	NA	NA	NA	NA	NA
Eplaaa	NA	NA	NA	NA	NA	NA
Eplaap	NA	NA	NA	NA	NA	NA
Eplap	314	NA	NA	NA	NA	NA
Eplapa	NA	NA	NA	NA	NA	NA
Eplapp	NA	NA	NA	NA	NA	NA
Eplp	78	86	84.9	91.7	80.5	78.3
Eplpa	304	NA	NA	NA	NA	NA
Eplpaa	NA	NA	NA	NA	NA	NA
Eplpap	NA	NA	NA	NA	NA	NA
Eplpp	124	NA	NA	NA	NA	NA
Eplppa	179	NA	NA	NA	NA	NA
Eplppaa	NA	NA	NA	NA	NA	NA
Eplppap	NA	NA	NA	NA	NA	NA
Eplppp	179	NA	NA	NA	NA	NA
Eplpppa	NA	NA	NA	NA	NA	NA
Eplpppp	NA	NA	NA	NA	NA	NA
Epr	56	42.9	46.1	45.1	42.6	44.4
Epra	68	95.1	88.2	91.8	88.2	81.7
Epraa	314	NA	NA	NA	NA	NA
Epraaa	NA	NA	NA	NA	NA	NA
Epraap	NA	NA	NA	NA	NA	NA
Eprap	314	NA	NA	NA	NA	NA
Eprapa	NA	NA	NA	NA	NA	NA
Eprapp	NA	NA	NA	NA	NA	NA
Eprp	78	90.6	82.8	82.4	81.9	86.8
Eprpa	304	NA	NA	NA	NA	NA
Eprpaa	NA	NA	NA	NA	NA	NA
Eprpap	NA	NA	NA	NA	NA	NA
Eprpp	124	NA	NA	NA	NA	NA
Eprppa	179	NA	NA	NA	NA	NA
Eprppaa	NA	NA	NA	NA	NA	NA
Eprppap	NA	NA	NA	NA	NA	NA
Eprppp	179	NA	NA	NA	NA	NA
Eprpppa	NA	NA	NA	NA	NA	NA
Eprpppp	NA	NA	NA	NA	NA	NA
MS	19	7.7	10.1	12.9	14.7	12.8
MSa	26	18.5	20.2	17.3	17.7	19.3
MSaa	25	21.7	23.7	21.6	23.6	22.6
MSaaa	32	27.9	28.8	25.9	27.9	29
MSaaaa	36	27.8	28.8	28.7	29.6	28.9
MSaaaaa	46	40.6	35.6	38.2	38.1	39.1
MSaaaaaa	124	151.2	116.6	NA	NA	157.8
MSaaaaaal	NA	NA	NA	NA	NA	NA
MSaaaaaar	NA	NA	NA	NA	NA	NA
MSaaaaap	49	50.1	47.2	50.4	49.1	52.3
MSaaaaapa	74	76.6	78.8	85.5	78.3	83.5
MSaaaaapaa	NA	NA	NA	NA	NA	NA
MSaaaaapap	NA	NA	NA	NA	NA	NA
MSaaaaapp	NA	NA	NA	NA	NA	NA
MSaaaap	51	46.9	39.1	41.3	44.3	42.3
MSaaaapa	49	63.8	52.7	61.6	65.6	54.1
MSaaaapaa	NA	NA	NA	NA	NA	NA
MSaaaapap	NA	NA	NA	NA	NA	NA
MSaaaapp	64	84	65.4	77.5	80.5	64.6
MSaaaappa	NA	NA	NA	NA	NA	NA
MSaaaappp	NA	NA	NA	NA	NA	NA
MSaaap	43	30.9	30.5	30.2	34.1	30.5
MSaaapa	49	35.9	35.7	38.3	36.6	35.8
MSaaapaa	44	56.6	49	58.3	67.1	47
MSaaapaaa	NA	NA	79	NA	NA	79.4
MSaaapaaaa	NA	NA	NA	NA	NA	NA
MSaaapaaap	NA	NA	NA	NA	NA	NA
MSaaapaap	NA	NA	NA	NA	NA	NA
MSaaapap	59	55	58	64.6	67.1	53.9
MSaaapapa	NA	NA	NA	NA	NA	NA
MSaaapapp	NA	NA	NA	NA	NA	NA
MSaaapp	89	69.7	63.4	65.5	81	57.4
MSaaappa	NA	NA	NA	NA	NA	NA
MSaaappp	NA	NA	103.9	NA	NA	NA
MSaaapppa	NA	NA	NA	NA	NA	NA
MSaaapppp	NA	NA	NA	NA	NA	NA
MSaap	32	27.9	28.8	27.3	27.9	29
MSaapa	35	29.4	30.5	30.2	31.1	30.5
MSaapaa	52	35.9	39.1	41.3	44.3	40.7
MSaapaaa	44	70	58.1	72.8	70.6	62.8
MSaapaaaa	NA	NA	NA	NA	NA	NA
MSaapaaap	NA	NA	NA	NA	NA	NA
MSaapaap	46	65	54.5	63.3	69	54.1
MSaapaapa	99	NA	115.9	NA	NA	108
MSaapaapaa	NA	NA	NA	NA	NA	NA
MSaapaapap	NA	NA	NA	NA	NA	NA
MSaapaapp	NA	NA	NA	NA	NA	NA
MSaapap	57	45.4	44.3	47.3	50.6	47.4
MSaapapa	114	116.8	125	NA	132.2	122.1
MSaapapaa	NA	NA	NA	NA	NA	NA
MSaapapap	NA	NA	NA	NA	NA	NA
MSaapapp	49	77.2	65.6	79.7	67.6	70.2
MSaapappa	NA	NA	NA	NA	NA	NA
MSaapappp	NA	NA	NA	NA	NA	NA
MSaapp	48	43.4	35.6	41.8	47.7	41.9
MSaappa	94	83.4	77.9	74	85.2	90.5
MSaappaa	NA	NA	NA	NA	NA	NA
MSaappap	NA	NA	NA	NA	NA	NA
MSaappp	74	86.8	85	92.9	86.8	71.5
MSaapppa	69	91.1	100.1	NA	NA	99.5
MSaapppaa	NA	NA	NA	NA	NA	NA
MSaapppap	NA	NA	NA	NA	NA	NA
MSaapppp	94	NA	123.3	NA	NA	NA
MSaappppa	NA	NA	NA	NA	NA	NA
MSaappppp	NA	NA	NA	NA	NA	NA
MSap	27	24.8	25.4	23	25.1	25.8
MSapa	34	29.5	32.2	27.3	27.9	32.2
MSapaa	39	34.1	35.6	36	35.6	35.5
MSapaaa	49	45.6	44.6	47.6	50.9	46.1
MSapaaaa	114	NA	149	NA	NA	NA
MSapaaaad	NA	NA	NA	NA	NA	NA
MSapaaaav	NA	NA	NA	NA	NA	NA
MSapaaap	NA	NA	NA	NA	NA	NA
MSapaap	69	70	65.7	70.6	71.5	71.5
MSapaapa	NA	NA	NA	NA	NA	NA
MSapaapp	NA	NA	NA	NA	NA	NA
MSapap	39	37.2	33.9	41.9	37	33.8
MSapapa	49	47.4	41	46.3	44.7	44.4
MSapapaa	199	NA	NA	NA	NA	NA
MSapapaaa	NA	NA	NA	NA	NA	NA
MSapapaap	NA	NA	NA	NA	NA	NA
MSapapap	NA	NA	NA	NA	NA	NA
MSapapp	59	52.2	51.5	58.7	54.1	56
MSapappa	NA	NA	NA	NA	NA	NA
MSapappp	NA	NA	NA	NA	NA	NA
MSapp	34	29.5	32.2	28.7	31	32.2
MSappa	44	40.3	40.7	40.5	38.6	38.7
MSappaa	64	73.6	60.6	66.4	76.7	63.1
MSappaaa	NA	NA	NA	NA	NA	NA
MSappaap	NA	NA	NA	NA	NA	NA
MSappap	74	86.9	71.2	93.1	86.4	73.4
MSappapa	NA	NA	NA	NA	NA	NA
MSappapp	NA	NA	NA	NA	NA	NA
MSappp	47	40.3	42.4	41.9	43.2	43.5
MSapppa	61	75.2	76.8	66.5	91.7	60
MSapppaa	NA	NA	NA	NA	NA	NA
MSapppap	NA	NA	NA	NA	NA	NA
MSapppp	61	68.6	74.9	63.3	77.1	65.2
MSappppa	NA	NA	NA	NA	NA	NA
MSappppp	NA	NA	NA	NA	NA	NA
MSp	26	18.5	20.2	17.3	20.7	19.3
MSpa	25	21.7	25.4	21.6	20.7	22.6
MSpaa	32	26.3	28.8	27.3	27.9	29
MSpaaa	35	29.4	30.5	30.2	28.1	28.9
MSpaaaa	47	37.4	37.4	38.3	41.1	35.8
MSpaaaaa	99	100.4	98.3	128	107	119.1
MSpaaaaaa	NA	NA	NA	NA	NA	NA
MSpaaaaap	NA	NA	NA	NA	NA	NA
MSpaaaap	59	56.6	61.8	61.6	63.7	57.3
MSpaaaapa	NA	NA	NA	NA	NA	NA
MSpaaaapp	NA	NA	NA	NA	NA	NA
MSpaaap	52	42.2	40.9	42.8	41.1	39.1
MSpaaapa	84	109.3	91.3	108.7	100.3	101.4
MSpaaapaa	NA	NA	NA	NA	NA	NA
MSpaaapap	NA	NA	NA	NA	NA	NA
MSpaaapp	64	63.5	60.2	66.6	68.6	59.2
MSpaaappa	NA	NA	NA	NA	NA	NA
MSpaaappp	NA	NA	NA	NA	NA	NA
MSpaap	43	35.6	35.6	34.6	34.1	33.7
MSpaapa	56	42.4	39.3	41.4	42.9	39.1
MSpaapaa	77	106.5	87.8	120.4	106	101.8
MSpaapaaa	NA	NA	NA	NA	NA	NA
MSpaapaap	NA	NA	NA	NA	NA	NA
MSpaapap	57	72.3	62.1	69.9	64.1	66.5
MSpaapapa	NA	NA	NA	NA	NA	NA
MSpaapapp	NA	NA	NA	NA	NA	NA
MSpaapp	NA	NA	NA	NA	NA	NA
MSpap	32	27.9	28.8	27.3	26.4	29
MSpapa	35	29.4	30.5	30.2	31.1	28.9
MSpapaa	61	39.1	42.6	45.7	41.2	39.1
MSpapaaa	35	71.8	62	69.9	67.1	57.4
MSpapaaaa	NA	NA	NA	NA	NA	NA
MSpapaaap	NA	NA	NA	NA	NA	NA
MSpapaap	30	58.5	58.4	63.5	58.9	50.6
MSpapaapa	109	NA	114.6	NA	NA	103.7
MSpapaapaa	NA	NA	NA	NA	NA	NA
MSpapaapap	NA	NA	NA	NA	NA	NA
MSpapaapp	NA	NA	NA	NA	NA	NA
MSpapap	57	45.4	49.6	48.8	49	44
MSpapapa	114	139.6	101.2	132.4	114.6	129
MSpapapaa	NA	NA	NA	NA	NA	NA
MSpapapap	NA	NA	NA	NA	NA	NA
MSpapapp	49	73.9	66	73.3	67.5	70
MSpapappa	NA	NA	NA	NA	NA	NA
MSpapappp	NA	NA	NA	NA	NA	NA
MSpapp	46	41.9	44	39	44.6	40.3
MSpappa	76	137.5	96.5	119.8	102.9	109.6
MSpappaa	NA	NA	NA	NA	NA	NA
MSpappap	NA	NA	NA	NA	69.5	NA
MSpappapa	NA	NA	NA	NA	NA	NA
MSpappapp	NA	NA	NA	NA	NA	NA
MSpappp	76	81.6	78.4	91.1	83.2	86.8
MSpapppa	74	NA	90.7	NA	83.9	104.2
MSpapppaa	NA	NA	NA	NA	NA	NA
MSpapppap	NA	NA	NA	NA	NA	NA
MSpapppp	89	NA	96.5	NA	NA	NA
MSpappppa	NA	NA	NA	NA	NA	NA
MSpappppp	NA	NA	NA	NA	NA	NA
MSpp	27	26.4	25.4	25.9	23.6	25.8
MSppa	34	29.5	32.2	28.7	28	30.6
MSppaa	39	35.7	33.9	36.1	35.6	35.5
MSppaaa	49	45.7	44.5	47.8	46.3	44.4
MSppaaaa	124	132	127.7	NA	127.3	143
MSppaaaad	NA	NA	NA	NA	NA	NA
MSppaaaav	NA	NA	NA	NA	NA	NA
MSppaaap	NA	NA	NA	NA	NA	NA
MSppaap	69	76.7	63.8	78.7	63.6	64.5
MSppaapa	NA	NA	NA	NA	NA	NA
MSppaapp	NA	NA	NA	NA	NA	NA
MSppap	29	34.1	33.9	31.7	35.6	32.2
MSppapa	59	44	42.8	46	46.3	44.1
MSppapaa	199	NA	NA	NA	NA	NA
MSppapaaa	NA	NA	NA	NA	NA	NA
MSppapaap	NA	NA	NA	NA	NA	NA
MSppapap	NA	NA	NA	NA	NA	NA
MSppapp	69	68.4	53.3	56.7	60.5	55.9
MSppappa	NA	NA	NA	NA	NA	NA
MSppappp	NA	NA	NA	NA	NA	NA
MSppp	34	29.5	32.2	27.3	28	30.6
MSpppa	44	38.8	39	40.5	38.6	37.1
MSpppaa	67	63.8	65.8	71.2	76.7	73.2
MSpppaaa	NA	NA	NA	NA	NA	NA
MSpppaap	NA	NA	NA	NA	NA	NA
MSpppap	74	81.8	71.2	79	79.9	78.4
MSpppapa	NA	NA	NA	NA	NA	NA
MSpppapp	NA	NA	NA	NA	NA	NA
MSpppp	44	45	40.7	43.5	38.6	41.9
MSppppa	64	67.4	65.9	74.4	78.2	83.9
MSppppaa	NA	NA	NA	NA	NA	NA
MSppppap	NA	NA	NA	NA	NA	NA
MSppppp	64	69	73	77.6	73.4	92.6
MSpppppa	NA	NA	NA	NA	NA	NA
MSpppppp	NA	NA	NA	NA	NA	NA
P0	NA	NA	NA	NA	NA	NA
P1	NA	NA	NA	NA	NA	NA
P2	25	NA	NA	NA	NA	NA
P3	32	18.2	22.2	17.8	21.5	24
P4	66	57.9	NA	56.1	58.6	62.7
Z2	NA	NA	NA	NA	NA	NA
Z3	NA	NA	NA	NA	NA	NA
