Cell	20081128_sulston	20221004_JIM712_ceh-32_L4	20221004_JIM712_ceh-32_L2	20220915_JIM712_ceh-32_L4	20220923_JIM712_ceh-32_L4
Eprppa	179	NA	NA	NA	NA
Eprppaa	NA	NA	NA	NA	NA
Eprppap	NA	NA	NA	NA	NA
Eprppp	179	NA	NA	NA	NA
Eprpppa	NA	NA	NA	NA	NA
Eprpppp	NA	NA	NA	NA	NA
MS	19	18.5	10.3	8.3	10.6
MSa	26	20	22.5	22.2	19.9
MSaa	25	28.5	25.9	27.8	22.8
MSaaa	32	32	32.9	30.9	30.6
MSaaaa	36	32.5	34.8	34	32.3
MSaaaaa	46	40.4	41.1	43	39.5
MSaaaaaa	124	NA	NA	NA	146
MSaaaaaal	NA	NA	NA	NA	NA
MSaaaaaar	NA	NA	NA	NA	NA
MSaaaaap	49	45.1	51.4	52.1	48.8
MSaaaaapa	74	NA	NA	NA	NA
MSaaaaapaa	NA	NA	NA	NA	NA
MSaaaaapap	NA	NA	NA	NA	NA
MSaaaaapp	NA	NA	NA	NA	NA
MSaaaap	51	49.4	48.3	48.7	45.9
MSaaaapa	49	67.5	68.6	63.9	59.1
MSaaaapaa	NA	NA	NA	NA	NA
MSaaaapap	NA	NA	NA	NA	NA
MSaaaapp	64	76.9	80	NA	72.6
MSaaaappa	NA	NA	NA	NA	NA
MSaaaappp	NA	NA	NA	NA	NA
MSaaap	43	36	38.3	39.7	36.9
MSaaapa	49	38.8	37.5	40.1	38
MSaaapaa	44	52.5	58.9	60.8	52.3
MSaaapaaa	NA	NA	NA	NA	NA
MSaaapaap	NA	NA	NA	NA	NA
MSaaapap	59	60	70.2	69.6	65.7
MSaaapapa	NA	NA	NA	NA	NA
MSaaapapp	NA	NA	NA	NA	NA
MSaaapp	89	78.5	72.1	72	77
MSaaappa	NA	NA	NA	NA	NA
MSaaappp	NA	NA	NA	NA	NA
MSaap	32	32	31.2	30.9	29
MSaapa	35	32.5	34.8	34	32.2
MSaapaa	52	42.2	40.9	43	39.4
MSaapaaa	44	63.6	64.4	66.7	63.8
MSaapaaaa	NA	NA	NA	NA	NA
MSaapaaap	NA	NA	NA	NA	NA
MSaapaap	46	60	56.9	52.1	55.4
MSaapaapa	99	NA	NA	NA	NA
MSaapaapaa	NA	NA	NA	NA	NA
MSaapaapap	NA	NA	NA	NA	NA
MSaapaapp	NA	NA	NA	NA	NA
MSaapap	57	49.4	51.9	54.5	49
MSaapapa	114	NA	108.9	58.1	123.9
MSaapapaa	NA	NA	NA	NA	NA
MSaapapap	NA	NA	NA	NA	NA
MSaapapp	49	65.8	72.5	NA	77.7
MSaapappa	NA	NA	NA	NA	NA
MSaapappp	NA	NA	NA	NA	NA
MSaapp	48	41.2	43.6	48.3	44.7
MSaappa	94	89.7	77.8	86.7	94
MSaappaa	NA	NA	NA	NA	NA
MSaappap	NA	NA	NA	NA	NA
MSaappp	74	80.6	63	86.7	79
MSaapppa	69	NA	69.5	NA	88.5
MSaapppaa	NA	NA	NA	NA	NA
MSaapppap	NA	NA	NA	NA	NA
MSaapppp	94	NA	106.1	NA	NA
MSaappppa	NA	NA	NA	NA	NA
MSaappppp	NA	NA	NA	NA	NA
MSap	27	31.9	29.3	27.8	24.3
MSapa	34	35.3	32.8	33.7	32.1
MSapaa	39	41.4	40.2	36.9	40.1
MSapaaa	49	51.6	52.2	48.8	49.4
MSapaaaa	114	NA	NA	NA	NA
MSapaaaad	NA	NA	NA	NA	NA
MSapaaaav	NA	NA	NA	NA	NA
MSapaaap	NA	NA	NA	NA	NA
MSapaap	69	79	68.7	74.8	65.8
MSapaapa	NA	NA	NA	NA	NA
MSapaapp	NA	NA	NA	NA	NA
MSapap	39	39.7	40.2	42.6	36.9
MSapapa	49	47.9	52.2	48.8	49.3
MSapapaa	199	NA	NA	NA	NA
MSapapaaa	NA	NA	NA	NA	NA
MSapapaap	NA	NA	NA	NA	NA
MSapapap	NA	NA	NA	NA	NA
MSapapp	59	60.6	68.7	63.3	55.8
MSapappa	NA	NA	NA	NA	NA
MSapappp	NA	NA	NA	NA	NA
MSapp	34	33.6	32.8	36.5	30.5
MSappa	44	50.3	47.3	42.6	47.9
MSappaa	64	64.6	65.2	69.2	59.5
MSappaaa	NA	NA	NA	NA	NA
MSappaap	NA	NA	NA	NA	NA
MSappap	74	72	74.6	72.1	81
MSappapa	NA	NA	NA	NA	NA
MSappapp	NA	NA	NA	NA	NA
MSappp	47	53.8	56.2	57	51.1
MSapppa	61	64.9	63.8	63.5	56.3
MSapppaa	NA	NA	NA	NA	NA
MSapppap	NA	NA	NA	NA	NA
MSapppp	61	63.1	67.5	78.2	64.6
MSappppa	NA	NA	NA	NA	NA
MSappppp	NA	NA	NA	NA	NA
MSp	26	20	20.8	22.2	19.9
MSpa	25	26.8	27.6	27.8	26
MSpaa	32	33.6	32.9	30.9	29
MSpaaa	35	32.5	33.1	34	30.7
MSpaaaa	47	40.4	42.8	43	37.9
MSpaaaaa	99	97.1	89.2	NA	99.2
MSpaaaaaa	NA	NA	NA	NA	NA
MSpaaaaap	NA	NA	NA	NA	NA
MSpaaaap	59	56.2	57.1	61	60.4
MSpaaaapa	NA	NA	NA	NA	NA
MSpaaaapp	NA	NA	NA	NA	NA
MSpaaap	52	42.2	44.5	45.8	42.6
MSpaaapa	84	84.1	85.5	NA	104.7
MSpaaapaa	NA	NA	NA	NA	NA
MSpaaapap	NA	NA	NA	NA	NA
MSpaaapp	64	54.4	55.2	60.8	55.6
MSpaaappa	NA	NA	NA	NA	NA
MSpaaappp	NA	NA	NA	NA	NA
MSpaap	43	39.5	40.1	42.5	35.4
MSpaapa	56	44.2	44.9	45.9	42.8
MSpaapaa	77	90.1	82	NA	92.9
MSpaapaaa	NA	NA	NA	NA	NA
MSpaapaap	NA	NA	NA	NA	NA
MSpaapap	57	62.1	55.4	NA	57.5
MSpaapapa	NA	NA	NA	NA	NA
MSpaapapp	NA	NA	NA	NA	NA
MSpaapp	NA	NA	NA	NA	NA
MSpap	32	31.9	32.9	30.9	29
MSpapa	35	34.2	33.1	34	33.8
MSpapaa	61	40.4	40.9	40	41.1
MSpapaaa	35	59.8	64.4	55	59.1
MSpapaaaa	NA	NA	NA	NA	NA
MSpapaaap	NA	NA	NA	NA	NA
MSpapaap	30	54.3	56.9	57.9	54
MSpapaapa	109	NA	NA	NA	NA
MSpapaapaa	NA	NA	NA	NA	NA
MSpapaapap	NA	NA	NA	NA	NA
MSpapaapp	NA	NA	NA	NA	NA
MSpapap	57	52.9	50	48.7	47.5
MSpapapa	114	NA	118.3	NA	120.8
MSpapapaa	NA	NA	NA	NA	NA
MSpapapap	NA	NA	NA	NA	NA
MSpapapp	49	64	68.6	66.8	64.4
MSpapappa	NA	NA	NA	NA	NA
MSpapappp	NA	NA	NA	NA	NA
MSpapp	46	42.9	47.2	45.4	40.1
MSpappa	76	95.3	110.1	104.1	89
MSpappaa	NA	NA	NA	NA	NA
MSpappap	NA	NA	NA	NA	NA
MSpappp	76	75	72.5	86.6	82.3
MSpapppa	74	NA	81.6	14.5	83.4
MSpapppaa	NA	NA	NA	NA	NA
MSpapppap	NA	NA	NA	NA	NA
MSpapppp	89	NA	95.2	NA	92
MSpappppa	NA	NA	NA	NA	NA
MSpappppp	NA	NA	NA	NA	NA
MSpp	27	30.2	31	27.8	27.5
MSppa	34	33.6	32.8	33.7	30.5
MSppaa	39	43.1	40.2	39.7	41.7
MSppaaa	49	46.1	48.5	51.7	43
MSppaaaa	124	NA	NA	NA	NA
MSppaaaad	NA	NA	NA	NA	NA
MSppaaaav	NA	NA	NA	NA	NA
MSppaaap	NA	NA	NA	NA	NA
MSppaap	69	73.5	68.7	66.1	67.5
MSppaapa	NA	NA	NA	NA	NA
MSppaapp	NA	NA	NA	NA	NA
MSppap	29	39.7	40.2	39.7	41.7
MSppapa	59	51.4	48.5	48.7	51.2
MSppapaa	199	NA	NA	NA	NA
MSppapaaa	NA	NA	NA	NA	NA
MSppapaap	NA	NA	NA	NA	NA
MSppapap	NA	NA	NA	NA	NA
MSppapp	69	60.4	68.7	66.1	57.7
MSppappa	NA	NA	NA	NA	NA
MSppappp	NA	NA	NA	NA	NA
MSppp	34	33.6	32.8	33.7	30.5
MSpppa	44	44.9	42	42.6	44.9
MSpppaa	67	68	65.1	69.1	59.5
MSpppaaa	NA	NA	NA	NA	NA
MSpppaap	NA	NA	NA	NA	NA
MSpppap	74	77.2	74.3	77.9	67.7
MSpppapa	NA	NA	NA	NA	NA
MSpppapp	NA	NA	NA	NA	NA
MSpppp	44	50.1	50.8	54	48
MSppppa	64	64.6	67.3	63.5	59.6
MSppppaa	NA	NA	NA	NA	NA
MSppppap	NA	NA	NA	NA	NA
MSppppp	64	64.6	67.3	75.2	59.6
MSpppppa	NA	NA	NA	NA	NA
MSpppppp	NA	NA	NA	NA	NA
P0	NA	NA	NA	NA	NA
P1	NA	NA	NA	NA	NA
P2	25	19.6	NA	NA	NA
P3	32	27.8	20.1	17.9	19
P4	66	73.8	74.2	78.1	55.9
Z2	NA	NA	NA	NA	NA
Z3	NA	NA	NA	NA	NA
