Cell	20081128_sulston	20221004_JIM712_ceh-32_L4	20221004_JIM712_ceh-32_L2	20220915_JIM712_ceh-32_L4	20220923_JIM712_ceh-32_L4
MS	19	16.6	9	7.1	10.5
MSa	26	18	19.6	18.9	19.6
MSaa	25	25.6	22.5	23.6	22.5
MSaaa	32	28.7	28.6	26.3	30.1
MSaaaa	36	29.1	30.3	29	31.8
MSaaaaa	46	36.3	35.6	36.5	38.9
MSaaaaaa	124	NA	NA	NA	143.7
MSaaaaaal	NA	NA	NA	NA	NA
MSaaaaaar	NA	NA	NA	NA	NA
MSaaaaap	49	40.5	44.7	44.4	48
MSaaaaapa	74	NA	NA	NA	NA
MSaaaaapaa	NA	NA	NA	NA	NA
MSaaaaapap	NA	NA	NA	NA	NA
MSaaaaapp	NA	NA	NA	NA	NA
MSaaaap	51	44.3	42	41.5	45.2
MSaaaapa	49	60.6	59.6	54.3	58.1
MSaaaapaa	NA	NA	NA	NA	NA
MSaaaapap	NA	NA	NA	NA	NA
MSaaaapp	64	69	69.5	NA	71.5
MSaaaappa	NA	NA	NA	NA	NA
MSaaaappp	NA	NA	NA	NA	NA
MSaaap	43	32.2	33.3	33.8	36.3
MSaaapa	49	34.7	32.5	34.2	37.4
MSaaapaa	44	47.1	51.2	51.7	51.5
MSaaapaaa	NA	NA	NA	NA	NA
MSaaapaap	NA	NA	NA	NA	NA
MSaaapap	59	53.8	61	59.2	64.7
MSaaapapa	NA	NA	NA	NA	NA
MSaaapapp	NA	NA	NA	NA	NA
MSaaapp	89	70.3	62.7	61.3	75.8
MSaaappa	NA	NA	NA	NA	NA
MSaaappp	NA	NA	NA	NA	NA
MSaap	32	28.7	27.1	26.3	28.6
MSaapa	35	29.1	30.3	29	31.7
MSaapaa	52	37.9	35.5	36.5	38.8
MSaapaaa	44	57.1	56	56.7	62.8
MSaapaaaa	NA	NA	NA	NA	NA
MSaapaaap	NA	NA	NA	NA	NA
MSaapaap	46	53.8	49.5	44.4	54.6
MSaapaapa	99	NA	NA	NA	NA
MSaapaapaa	NA	NA	NA	NA	NA
MSaapaapap	NA	NA	NA	NA	NA
MSaapaapp	NA	NA	NA	NA	NA
MSaapap	57	44.3	45	46.4	48.3
MSaapapa	114	NA	94.6	49.5	122
MSaapapaa	NA	NA	NA	NA	NA
MSaapapap	NA	NA	NA	NA	NA
MSaapapp	49	59	63	NA	76.5
MSaapappa	NA	NA	NA	NA	NA
MSaapappp	NA	NA	NA	NA	NA
MSaapp	48	37	37.8	41	44
MSaappa	94	80.5	67.6	73.8	92.6
MSaappaa	NA	NA	NA	NA	NA
MSaappap	NA	NA	NA	NA	NA
MSaappp	74	72.3	54.8	73.8	77.7
MSaapppa	69	NA	60.4	NA	87
MSaapppaa	NA	NA	NA	NA	NA
MSaapppap	NA	NA	NA	NA	NA
MSaapppp	94	NA	92.2	NA	NA
MSaappppa	NA	NA	NA	NA	NA
MSaappppp	NA	NA	NA	NA	NA
MSap	27	28.6	25.5	23.6	24
MSapa	34	31.7	28.5	28.7	31.5
MSapaa	39	37.1	35	31.3	39.5
MSapaaa	49	46.2	45.4	41.6	48.6
MSapaaaa	114	NA	NA	NA	NA
MSapaaaad	NA	NA	NA	NA	NA
MSapaaaav	NA	NA	NA	NA	NA
MSapaaap	NA	NA	NA	NA	NA
MSapaap	69	70.8	59.7	63.7	64.7
MSapaapa	NA	NA	NA	NA	NA
MSapaapp	NA	NA	NA	NA	NA
MSapap	39	35.5	35	36.2	36.3
MSapapa	49	43	45.4	41.5	48.5
MSapapaa	199	NA	NA	NA	NA
MSapapaaa	NA	NA	NA	NA	NA
MSapapaap	NA	NA	NA	NA	NA
MSapapap	NA	NA	NA	NA	NA
MSapapp	59	54.4	59.7	53.9	55
MSapappa	NA	NA	NA	NA	NA
MSapappp	NA	NA	NA	NA	NA
MSapp	34	30.2	28.5	31.1	30
MSappa	44	45	41.1	36.3	47.2
MSappaa	64	58	56.6	58.9	58.6
MSappaaa	NA	NA	NA	NA	NA
MSappaap	NA	NA	NA	NA	NA
MSappap	74	64.6	64.7	61.4	79.8
MSappapa	NA	NA	NA	NA	NA
MSappapp	NA	NA	NA	NA	NA
MSappp	47	48.2	48.8	48.5	50.3
MSapppa	61	58.2	55.5	54.1	55.5
MSapppaa	NA	NA	NA	NA	NA
MSapppap	NA	NA	NA	NA	NA
MSapppp	61	56.6	58.7	66.6	63.6
MSappppa	NA	NA	NA	NA	NA
MSappppp	NA	NA	NA	NA	NA
MSp	26	18	18.1	18.9	19.6
MSpa	25	24.1	24	23.6	25.6
MSpaa	32	30.2	28.6	26.3	28.5
MSpaaa	35	29.1	28.8	29	30.3
MSpaaaa	47	36.3	37.1	36.5	37.3
MSpaaaaa	99	87.1	77.5	NA	97.6
MSpaaaaaa	NA	NA	NA	NA	NA
MSpaaaaap	NA	NA	NA	NA	NA
MSpaaaap	59	50.4	49.6	51.9	59.5
MSpaaaapa	NA	NA	NA	NA	NA
MSpaaaapp	NA	NA	NA	NA	NA
MSpaaap	52	37.9	38.6	39	42
MSpaaapa	84	75.4	74.2	NA	103.1
MSpaaapaa	NA	NA	NA	NA	NA
MSpaaapap	NA	NA	NA	NA	NA
MSpaaapp	64	48.8	48	51.7	54.8
MSpaaappa	NA	NA	NA	NA	NA
MSpaaappp	NA	NA	NA	NA	NA
MSpaap	43	35.5	34.8	36.2	34.8
MSpaapa	56	39.6	39	39.1	42.2
MSpaapaa	77	80.8	71.3	NA	91.5
MSpaapaaa	NA	NA	NA	NA	NA
MSpaapaap	NA	NA	NA	NA	NA
MSpaapap	57	55.7	48.2	NA	56.6
MSpaapapa	NA	NA	NA	NA	NA
MSpaapapp	NA	NA	NA	NA	NA
MSpaapp	NA	NA	NA	NA	NA
MSpap	32	28.5	28.6	26.3	28.5
MSpapa	35	30.6	28.8	29	33.3
MSpapaa	61	36.3	35.5	34	40.5
MSpapaaa	35	53.7	56	46.8	58.1
MSpapaaaa	NA	NA	NA	NA	NA
MSpapaaap	NA	NA	NA	NA	NA
MSpapaap	30	48.7	49.5	49.3	53.1
MSpapaapa	109	NA	NA	NA	NA
MSpapaapaa	NA	NA	NA	NA	NA
MSpapaapap	NA	NA	NA	NA	NA
MSpapaapp	NA	NA	NA	NA	NA
MSpapap	57	47.5	43.5	41.5	46.8
MSpapapa	114	NA	102.7	NA	118.9
MSpapapaa	NA	NA	NA	NA	NA
MSpapapap	NA	NA	NA	NA	NA
MSpapapp	49	57.3	59.6	56.8	63.4
MSpapappa	NA	NA	NA	NA	NA
MSpapappp	NA	NA	NA	NA	NA
MSpapp	46	38.5	40.9	38.6	39.5
MSpappa	76	85.5	95.6	88.6	87.6
MSpappaa	NA	NA	NA	NA	NA
MSpappap	NA	NA	NA	NA	NA
MSpappp	76	67.3	63	73.7	81
MSpapppa	74	NA	70.8	12.3	82.1
MSpapppaa	NA	NA	NA	NA	NA
MSpapppap	NA	NA	NA	NA	NA
MSpapppp	89	NA	82.6	NA	90.6
MSpappppa	NA	NA	NA	NA	NA
MSpappppp	NA	NA	NA	NA	NA
MSpp	27	27.1	27	23.6	27.1
MSppa	34	30.2	28.5	28.7	30
MSppaa	39	38.6	35	33.8	41.1
MSppaaa	49	41.4	42.2	44	42.4
MSppaaaa	124	NA	NA	NA	NA
MSppaaaad	NA	NA	NA	NA	NA
MSppaaaav	NA	NA	NA	NA	NA
MSppaaap	NA	NA	NA	NA	NA
MSppaap	69	65.9	59.7	56.3	66.5
MSppaapa	NA	NA	NA	NA	NA
MSppaapp	NA	NA	NA	NA	NA
MSppap	29	35.5	35	33.8	41.1
MSppapa	59	46	42.2	41.5	50.4
MSppapaa	199	NA	NA	NA	NA
MSppapaaa	NA	NA	NA	NA	NA
MSppapaap	NA	NA	NA	NA	NA
MSppapap	NA	NA	NA	NA	NA
MSppapp	69	54.2	59.7	56.3	56.8
MSppappa	NA	NA	NA	NA	NA
MSppappp	NA	NA	NA	NA	NA
MSppp	34	30.2	28.5	28.7	30
MSpppa	44	40.2	36.4	36.2	44.2
MSpppaa	67	61	56.6	58.8	58.6
MSpppaaa	NA	NA	NA	NA	NA
MSpppaap	NA	NA	NA	NA	NA
MSpppap	74	69.2	64.6	66.3	66.7
MSpppapa	NA	NA	NA	NA	NA
MSpppapp	NA	NA	NA	NA	NA
MSpppp	44	45	44.2	46	47.3
MSppppa	64	58	58.5	54.1	58.7
MSppppaa	NA	NA	NA	NA	NA
MSppppap	NA	NA	NA	NA	NA
MSppppp	64	58	58.5	64	58.7
MSpppppa	NA	NA	NA	NA	NA
MSpppppp	NA	NA	NA	NA	NA
P1	NA	NA	NA	NA	NA
P2	25	18	NA	NA	NA
P3	32	25.6	18	16.4	19.5
P4	66	67.8	66.2	71.4	57.2
Z2	NA	NA	NA	NA	NA
Z3	NA	NA	NA	NA	NA
