Cell	20081128_sulston	20221004_JIM712_ceh-32_L4	20221004_JIM712_ceh-32_L2	20220915_JIM712_ceh-32_L4	20220923_JIM712_ceh-32_L4
Eprppa	179	NA	NA	NA	NA
Eprppaa	NA	NA	NA	NA	NA
Eprppap	NA	NA	NA	NA	NA
Eprppp	179	NA	NA	NA	NA
Eprpppa	NA	NA	NA	NA	NA
Eprpppp	NA	NA	NA	NA	NA
MS	19	18	10	7.7	10.2
MSa	26	19.6	21.9	20.6	19.1
MSaa	25	27.8	25.2	25.9	22
MSaaa	32	31.2	32	28.7	29.5
MSaaaa	36	31.8	33.9	31.7	31.1
MSaaaaa	46	39.5	40	40	38
MSaaaaaa	124	NA	NA	NA	140.5
MSaaaaaal	NA	NA	NA	NA	NA
MSaaaaaar	NA	NA	NA	NA	NA
MSaaaaap	49	44.1	50.1	48.6	47
MSaaaaapa	74	NA	NA	NA	NA
MSaaaaapaa	NA	NA	NA	NA	NA
MSaaaaapap	NA	NA	NA	NA	NA
MSaaaaapp	NA	NA	NA	NA	NA
MSaaaap	51	48.2	47.1	45.4	44.2
MSaaaapa	49	66	66.8	59.5	56.9
MSaaaapaa	NA	NA	NA	NA	NA
MSaaaapap	NA	NA	NA	NA	NA
MSaaaapp	64	75.1	77.9	NA	69.9
MSaaaappa	NA	NA	NA	NA	NA
MSaaaappp	NA	NA	NA	NA	NA
MSaaap	43	35.1	37.3	37	35.6
MSaaapa	49	37.9	36.5	37.4	36.5
MSaaapaa	44	51.3	57.4	56.7	50.3
MSaaapaaa	NA	NA	NA	NA	NA
MSaaapaap	NA	NA	NA	NA	NA
MSaaapap	59	58.6	68.4	64.9	63.2
MSaaapapa	NA	NA	NA	NA	NA
MSaaapapp	NA	NA	NA	NA	NA
MSaaapp	89	76.6	70.3	67.1	74.1
MSaaappa	NA	NA	NA	NA	NA
MSaaappp	NA	NA	NA	NA	NA
MSaap	32	31.2	30.3	28.7	27.9
MSaapa	35	31.8	33.9	31.7	31
MSaapaa	52	41.2	39.9	40	37.9
MSaapaaa	44	62.1	62.8	62.1	61.4
MSaapaaaa	NA	NA	NA	NA	NA
MSaapaaap	NA	NA	NA	NA	NA
MSaapaap	46	58.6	55.5	48.6	53.4
MSaapaapa	99	NA	NA	NA	NA
MSaapaapaa	NA	NA	NA	NA	NA
MSaapaapap	NA	NA	NA	NA	NA
MSaapaapp	NA	NA	NA	NA	NA
MSaapap	57	48.2	50.5	50.8	47.2
MSaapapa	114	NA	106.1	54.1	119.3
MSaapapaa	NA	NA	NA	NA	NA
MSaapapap	NA	NA	NA	NA	NA
MSaapapp	49	64.2	70.6	NA	74.8
MSaapappa	NA	NA	NA	NA	NA
MSaapappp	NA	NA	NA	NA	NA
MSaapp	48	40.3	42.5	45	43
MSaappa	94	87.6	75.8	80.8	90.5
MSaappaa	NA	NA	NA	NA	NA
MSaappap	NA	NA	NA	NA	NA
MSaappp	74	78.7	61.4	80.8	76.1
MSaapppa	69	NA	67.7	NA	85.1
MSaapppaa	NA	NA	NA	NA	NA
MSaapppap	NA	NA	NA	NA	NA
MSaapppp	94	NA	103.4	NA	NA
MSaappppa	NA	NA	NA	NA	NA
MSaappppp	NA	NA	NA	NA	NA
MSap	27	31.1	28.6	25.9	23.4
MSapa	34	34.5	31.9	31.4	30.9
MSapaa	39	40.5	39.2	34.3	38.6
MSapaaa	49	50.4	50.9	45.5	47.6
MSapaaaa	114	NA	NA	NA	NA
MSapaaaad	NA	NA	NA	NA	NA
MSapaaaav	NA	NA	NA	NA	NA
MSapaaap	NA	NA	NA	NA	NA
MSapaap	69	77.2	66.9	69.7	63.3
MSapaapa	NA	NA	NA	NA	NA
MSapaapp	NA	NA	NA	NA	NA
MSapap	39	38.7	39.2	39.7	35.6
MSapapa	49	46.8	50.9	45.5	47.5
MSapapaa	199	NA	NA	NA	NA
MSapapaaa	NA	NA	NA	NA	NA
MSapapaap	NA	NA	NA	NA	NA
MSapapap	NA	NA	NA	NA	NA
MSapapp	59	59.2	66.9	59	53.7
MSapappa	NA	NA	NA	NA	NA
MSapappp	NA	NA	NA	NA	NA
MSapp	34	32.8	31.9	34	29.4
MSappa	44	49.1	46.1	39.7	46.1
MSappaa	64	63.1	63.6	64.4	57.3
MSappaaa	NA	NA	NA	NA	NA
MSappaap	NA	NA	NA	NA	NA
MSappap	74	70.3	72.6	67.2	78
MSappapa	NA	NA	NA	NA	NA
MSappapp	NA	NA	NA	NA	NA
MSappp	47	52.6	54.8	53.1	49.2
MSapppa	61	63.3	62.2	59.2	54.2
MSapppaa	NA	NA	NA	NA	NA
MSapppap	NA	NA	NA	NA	NA
MSapppp	61	61.6	65.8	72.9	62.2
MSappppa	NA	NA	NA	NA	NA
MSappppp	NA	NA	NA	NA	NA
MSp	26	19.6	20.3	20.6	19.1
MSpa	25	26.2	26.9	25.9	25
MSpaa	32	32.8	32	28.7	27.9
MSpaaa	35	31.8	32.3	31.7	29.6
MSpaaaa	47	39.5	41.7	40	36.4
MSpaaaaa	99	94.8	86.9	NA	95.5
MSpaaaaaa	NA	NA	NA	NA	NA
MSpaaaaap	NA	NA	NA	NA	NA
MSpaaaap	59	54.8	55.6	56.8	58.2
MSpaaaapa	NA	NA	NA	NA	NA
MSpaaaapp	NA	NA	NA	NA	NA
MSpaaap	52	41.2	43.4	42.7	41
MSpaaapa	84	82.1	83.3	NA	100.8
MSpaaapaa	NA	NA	NA	NA	NA
MSpaaapap	NA	NA	NA	NA	NA
MSpaaapp	64	53.1	53.8	56.7	53.6
MSpaaappa	NA	NA	NA	NA	NA
MSpaaappp	NA	NA	NA	NA	NA
MSpaap	43	38.6	39.1	39.6	34.1
MSpaapa	56	43.2	43.7	42.8	41.2
MSpaapaa	77	88	79.9	NA	89.5
MSpaapaaa	NA	NA	NA	NA	NA
MSpaapaap	NA	NA	NA	NA	NA
MSpaapap	57	60.6	54	NA	55.3
MSpaapapa	NA	NA	NA	NA	NA
MSpaapapp	NA	NA	NA	NA	NA
MSpaapp	NA	NA	NA	NA	NA
MSpap	32	31.1	32	28.7	27.9
MSpapa	35	33.4	32.3	31.7	32.5
MSpapaa	61	39.5	39.9	37.3	39.6
MSpapaaa	35	58.4	62.8	51.2	56.9
MSpapaaaa	NA	NA	NA	NA	NA
MSpapaaap	NA	NA	NA	NA	NA
MSpapaap	30	53	55.5	53.9	52
MSpapaapa	109	NA	NA	NA	NA
MSpapaapaa	NA	NA	NA	NA	NA
MSpapaapap	NA	NA	NA	NA	NA
MSpapaapp	NA	NA	NA	NA	NA
MSpapap	57	51.7	48.7	45.4	45.7
MSpapapa	114	NA	115.3	NA	116.3
MSpapapaa	NA	NA	NA	NA	NA
MSpapapap	NA	NA	NA	NA	NA
MSpapapp	49	62.5	66.8	62.3	62
MSpapappa	NA	NA	NA	NA	NA
MSpapappp	NA	NA	NA	NA	NA
MSpapp	46	41.9	45.9	42.3	38.6
MSpappa	76	93.1	107.3	97	85.6
MSpappaa	NA	NA	NA	NA	NA
MSpappap	NA	NA	NA	NA	NA
MSpappp	76	73.3	70.6	80.6	79.2
MSpapppa	74	NA	79.5	13.5	80.3
MSpapppaa	NA	NA	NA	NA	NA
MSpapppap	NA	NA	NA	NA	NA
MSpapppp	89	NA	92.7	NA	88.6
MSpappppa	NA	NA	NA	NA	NA
MSpappppp	NA	NA	NA	NA	NA
MSpp	27	29.5	30.2	25.9	26.5
MSppa	34	32.8	31.9	31.4	29.4
MSppaa	39	42.1	39.2	37	40.2
MSppaaa	49	45	47.3	48.1	41.4
MSppaaaa	124	NA	NA	NA	NA
MSppaaaad	NA	NA	NA	NA	NA
MSppaaaav	NA	NA	NA	NA	NA
MSppaaap	NA	NA	NA	NA	NA
MSppaap	69	71.7	66.9	61.6	65
MSppaapa	NA	NA	NA	NA	NA
MSppaapp	NA	NA	NA	NA	NA
MSppap	29	38.7	39.2	37	40.2
MSppapa	59	50.2	47.3	45.4	49.2
MSppapaa	199	NA	NA	NA	NA
MSppapaaa	NA	NA	NA	NA	NA
MSppapaap	NA	NA	NA	NA	NA
MSppapap	NA	NA	NA	NA	NA
MSppapp	69	59	66.9	61.6	55.5
MSppappa	NA	NA	NA	NA	NA
MSppappp	NA	NA	NA	NA	NA
MSppp	34	32.8	31.9	31.4	29.4
MSpppa	44	43.8	40.9	39.7	43.2
MSpppaa	67	66.4	63.4	64.3	57.3
MSpppaaa	NA	NA	NA	NA	NA
MSpppaap	NA	NA	NA	NA	NA
MSpppap	74	75.4	72.4	72.5	65.2
MSpppapa	NA	NA	NA	NA	NA
MSpppapp	NA	NA	NA	NA	NA
MSpppp	44	49	49.5	50.3	46.2
MSppppa	64	63.1	65.6	59.2	57.4
MSppppaa	NA	NA	NA	NA	NA
MSppppap	NA	NA	NA	NA	NA
MSppppp	64	63.1	65.6	70	57.4
MSpppppa	NA	NA	NA	NA	NA
MSpppppp	NA	NA	NA	NA	NA
P0	NA	NA	NA	NA	NA
P1	NA	NA	NA	NA	NA
P2	25	19.6	NA	NA	NA
P3	32	27.8	20.1	17.9	19
P4	66	73.8	74.2	78.1	55.9
Z2	NA	NA	NA	NA	NA
Z3	NA	NA	NA	NA	NA
